"pin","state","locs"
"804426","bihar","[25.20629_84.7519, 25.21558_84.74532, 25.22024_84.78317, 25.23676_84.73172, 25.23869_84.79048, 25.24908_84.7483, 25.25111_84.78262]"
"804427","bihar","[25.09659_85.01189, 25.11301_85.01832, 25.11352_84.98466, 25.11481_84.97489, 25.12096_85.03797, 25.12202_84.9361, 25.14065_85.04999, 25.1459_84.95933, 25.14693_84.9807, 25.217_85.60267]"
"804428","bihar","[25.10714_84.60231, 25.12017_84.5503, 25.1261_84.58582, 25.14062_84.55923, 25.14433_84.52045, 25.15164_84.63395, 25.15657_84.61742, 25.15916_84.54227, 25.15942_84.65056, 25.16283_84.52785, 25.17064_84.55541, 25.17648_84.56564, 25.18132_84.5259, 25.18576_84.53203, 25.18954_84.56735, 25.24401_84.6662]"
"804429","bihar","[25.20213_84.91871, 25.20418_84.90737, 25.21182_84.88499, 25.22714_84.90555, 25.23825_84.91436, 25.26894_84.9145, 25.35435_85.50803, 24.74412_84.67302]"
"804432","bihar","[25.18615_85.13518, 25.20311_85.13516, 25.20669_85.15095, 25.21347_85.16424, 25.22078_85.13564, 25.23855_85.14352, 25.25912_85.14324, 25.26195_85.16716, 25.29115_85.17927]"
"804435","bihar","[25.018_84.88001, 25.04812_84.89876, 24.78944_84.98225]"
"804451","bihar","[25.31837_85.10761, 25.31838_85.10752, 25.37192_85.03028, 25.4522_84.7493]"
"804452","bihar","[25.30037_84.93249, 25.34757_85.0588, 25.35282_85.0273, 25.35282_85.0273, 25.35286_85.02726, 25.35297_85.02727, 25.35308_85.02564, 25.35509_85.03753, 25.37758_85.08098, 25.37758_85.08098, 25.38873_84.95384, 25.39496_84.939, 25.40818_84.96449, 25.40851_84.96465, 25.41797_84.98486]"
"804453","bihar","[25.43578_85.04427, 25.43902_85.07325, 25.47039_85.02949, 25.47671_85.09021, 25.47885_85.05744, 25.49803_85.09733, 25.50164_85.07405, 25.50591_85.07464, 25.50887_85.10393, 25.52166_85.09462, 25.5299_85.09016, 25.54163_85.11747, 25.54994_85.11997, 25.55111_85.14512, 26.48101_86.34294, 25.45007_85.08242, 25.56354_85.12119]"
"804454","bihar","[25.2723_84.97871, 25.27421_84.93415, 25.28575_85.00743, 25.30039_84.93247, 25.31212_85.04328, 21.30806_85.09389]"
"805101","bihar","[24.95886_85.8587, 24.833_85.533, 24.97106_85.86075]"
"805102","bihar","[24.7518_85.5305, 24.76313_85.6827, 25.22215_87.42865]"
"805103","bihar","[24.80437_85.42446, 24.81731_85.3779, 24.81886_85.45175, 24.82563_85.39822, 24.83139_85.41294, 24.83591_85.44101, 24.8384_85.41805, 24.85011_85.35426, 24.86814_85.38413, 24.86967_85.38363, 24.87412_85.40447, 24.89364_85.55039]"
"805104","bihar","[24.84012_85.62248, 24.87384_85.60314, 24.9149_85.5907, 24.96022_85.57311, 24.99735_85.58374]"
"805105","bihar","[25.00114_85.58406, 25.06973_85.63808, 25.08909_85.60092, 25.10055_85.62013, 25.10906_85.59192]"
"805106","bihar","[24.8833_85.5333, 24.89037_85.84355]"
"805107","bihar","[24.88796_85.67218, 24.81687_85.6728, 24.82907_85.63656, 24.87728_85.67271, 24.8833_85.5333]"
"805108","bihar","[25.0163_85.6342, 25.09397_85.63662, 25.09404_85.63656, 25.09404_85.6366]"
"805109","bihar","[24.88835_85.35014, 24.9051_85.42157, 24.90836_85.34451, 24.90924_85.34413, 24.92273_85.33938, 24.92418_85.45955, 24.93641_85.4292, 24.97737_85.45178, 25.31691_84.6145, 25.9644_85.2722]"
"805110","bihar","[24.887_85.53503]"
"805111","bihar","[24.83146_85.47883, 24.83551_85.48415, 24.8536_85.50625, 24.88605_85.55034, 24.88621_85.48712, 24.8941_85.47274, 24.90556_85.5468, 24.90984_85.4654, 25.05417_85.66889]"
"805112","bihar","[24.78101_85.497, 24.79002_85.53668, 24.80529_85.50432, 24.8153_85.53202, 24.83494_85.51638, 24.8772_85.54468]"
"805113","bihar","[25.02455_85.75541, 25.05958_85.75251]"
"805121","bihar","[24.77347_85.6386, 24.80494_85.62182, 24.80555_85.56937, 24.8366_85.5668, 24.84164_85.59728, 24.85302_85.58872]"
"805122","bihar","[24.7488_85.38649, 24.74891_85.3865, 24.75171_85.41065, 24.76505_85.46104, 24.77049_85.42483, 24.77792_85.40925, 24.77795_85.40922, 24.77833_85.42194, 24.78065_85.42557, 24.78071_85.42563, 24.87271_85.04299, 24.69073_85.39708, 24.69436_85.43517, 24.72278_85.44855, 24.73902_85.35893, 24.74108_85.38671, 24.74109_85.35264]"
"805123","bihar","[24.92242_85.53688, 24.93754_85.53295, 24.9566_85.51407, 24.95825_85.48693, 24.95861_85.53056, 24.97303_85.54245]"
"805124","bihar","[24.89539_85.8138, 24.90645_85.8001, 24.90649_85.80012, 24.90649_85.80012, 24.93791_85.85769, 24.94379_85.83166, 24.95039_85.75028, 24.95233_85.74294, 25.0026_85.72148, 25.35963_86.98504]"
"805125","bihar","[24.73098_85.46759, 25.6159_87.0295, 24.62195_85.51151, 24.64889_85.51083, 24.68434_85.51771, 24.69339_85.48287, 24.71074_85.51571, 24.71126_85.53238]"
"805126","bihar","[24.7503_85.5341, 24.75037_85.60842, 24.76932_85.56966, 24.73724_85.53342, 24.74285_85.63259]"
"805127","bihar","[24.6646_85.4088, 24.0833_85.5333, 24.65219_85.41813]"
"805128","bihar","[24.75616_85.29999, 24.77011_85.25538, 24.7793_85.27838, 24.81871_85.6229, 24.9546_85.7371, 25.24771_86.03225, 24.67785_85.2878, 24.67925_85.23286, 24.67979_85.3054, 24.69856_85.20507, 24.7182_85.21214, 24.71904_85.31539, 24.7459_85.22896]"
"805129","bihar","[24.84686_85.33385, 24.7882_85.31043, 24.8096_85.31788, 24.83859_85.29537, 25.9644_85.2722]"
"805130","bihar","[24.99256_85.66036, 25.00616_85.62659, 25.01264_85.63425, 25.01461_85.64054, 25.01464_85.64043, 25.01494_85.6408, 25.01503_85.64093, 25.01508_85.64079, 25.01645_85.63943, 25.02085_85.66686, 25.03154_85.68498, 25.04511_85.59143, 25.04489_85.62819, 25.04659_85.71343, 25.06535_85.70339, 25.07054_85.72035, 25.07057_85.72039, 25.07058_85.72047, 28.62154_78.80446]"
"805131","bihar","[24.76721_85.21124, 24.78841_85.2575, 24.78873_85.11983, 24.80411_85.09481, 24.7914_85.18878, 24.80502_85.19185, 24.81308_85.24886, 24.81577_85.26073, 24.81841_85.15367, 24.82985_85.25258, 24.83022_85.1674, 24.83222_85.12628, 24.84353_85.21289, 24.85056_85.27454, 24.85168_85.24284, 24.85168_85.24298, 24.85284_85.14758, 24.87542_85.28811, 24.87884_85.31028]"
"805132","bihar","[24.92475_85.63942, 24.9124_85.71436, 24.91366_85.66323, 24.93716_85.70196, 24.97209_85.71706]"
"811101","bihar","[25.14755_85.73773, 25.15656_85.70068, 25.16057_85.72503, 25.17242_85.74045, 25.17295_85.75846, 25.17851_85.69534, 25.1801_85.71557, 25.19436_85.68925, 25.19848_85.74003, 25.20472_85.72963, 25.20725_85.74353, 25.21033_85.7791, 25.21697_85.74283, 25.21761_85.70122, 25.23568_85.76871, 25.24858_85.71468, 25.24874_85.71497, 25.24945_85.76561, 25.26673_85.7408, 25.27204_85.73073, 25.29103_85.74189, 25.30079_85.72236]"
"811102","bihar","[25.20435_85.83416, 25.21804_85.85011, 25.22039_85.8321, 25.23318_85.84268]"
"811103","bihar","[25.0971_85.69379, 25.10647_85.72357, 25.11404_85.68433, 25.11478_85.66698, 25.13503_85.65964, 25.13538_85.68104, 25.15592_85.68643]"
"811104","bihar","[25.25804_85.8003, 25.27515_85.773, 25.28969_85.80293, 25.29594_85.75992, 25.30185_85.82362, 25.30944_85.84556]"
"811105","bihar","[24.99561_85.78905, 25.01938_85.87599, 25.02594_85.78489, 25.02649_85.85602, 25.04493_85.80082, 25.04503_85.80075, 25.05048_85.89568, 25.0523_85.83021, 25.0653_85.81045, 25.07184_85.85316, 25.07572_85.77605, 25.07788_85.83174, 25.09623_85.85441, 25.09946_85.79988, 25.10623_85.77476, 25.10838_85.85905, 25.1117_85.80531, 25.12911_85.89495, 25.1305_85.76603, 25.13055_85.76602, 25.14072_85.85536, 25.1415_85.84866, 25.14644_85.80392, 25.14743_85.88481, 25.15006_85.77873, 25.1561_85.81964, 25.15615_85.81967, 25.16489_85.87287, 25.17441_85.78504, 25.18034_85.83305, 25.18242_85.8082, 25.18542_85.92322, 25.18905_85.75875, 25.194_85.79013, 25.19575_85.80351, 25.21055_85.80267, 25.5751_85.162]"
"811106","bihar","[25.03067_84.54871, 25.20077_86.19264, 25.21903_86.23515, 25.22641_86.25609, 25.24335_86.22456, 25.25967_86.23136, 25.26643_86.2434, 25.27581_86.19798, 25.2781_86.28044, 25.28341_86.17775, 25.28707_86.32769, 25.28826_86.16498, 25.37031_86.46563]"
"811107","bihar","[25.09188_85.98326, 25.10031_86.00432, 25.11186_86.0185, 25.11771_85.98365, 25.11914_85.96379, 25.13153_85.93641, 25.14075_85.99703, 25.15062_85.91136, 25.16213_85.93237, 25.1717_86.1039, 25.18545_85.94226]"
"811112","bihar","[25.21175_86.3149, 25.21433_86.31817]"
"811201","bihar","[25.31272_86.49061, 25.36856_86.48418, 25.37201_86.4903, 25.3726_86.4903, 25.37262_86.49032, 25.37333_86.48721, 25.37514_86.47108, 25.38756_86.47108, 25.38762_86.47109]"
"811202","bihar","[25.29926_86.35481, 25.30314_86.38439, 25.30476_86.39871, 25.30571_86.41447, 25.34616_86.46334, 25.35867_86.49804, 25.36822_86.50162, 25.37144_86.5207, 25.38489_86.5008, 25.38562_86.48323, 25.38704_86.48196, 25.39247_86.4826, 26.17875_88.02578]"
"811211","bihar","[25.20791_86.57216, 25.2155_86.63024, 25.24184_86.65384, 25.24498_86.63462, 25.25439_86.57261, 25.29089_86.57808, 23.77721_86.23934, 25.31258_86.56483, 25.31938_86.36152, 25.32355_86.56087, 25.343_86.54941, 25.34325_86.53878, 25.3461_86.5153, 25.56699_85.94766]"
"811212","bihar","[25.25426_86.44133, 25.25558_86.42447, 25.25923_86.40857, 25.26341_86.46116, 25.27592_86.45963, 25.77918_85.23159, 26.36363_87.62856]"
"811213","bihar","[25.04667_86.50337, 25.05743_86.55896, 25.06622_86.56905, 25.06715_86.54061, 25.07008_86.51799, 25.07607_86.53353, 25.10555_86.54375, 25.12175_86.54981, 25.12867_86.58115, 25.14389_86.59002, 25.14611_86.58886, 25.15546_86.56225, 25.17974_86.60172, 25.18682_86.58359, 25.38142_84.58015, 25.44035_84.68761]"
"811214","bihar","[25.2775_86.47388, 25.30509_86.49188, 25.31273_86.54514, 25.31309_86.49037, 25.31731_86.49522, 25.34572_86.48921]"
"811301","bihar","[24.90785_85.9324, 24.91482_85.89987, 24.91903_85.96571, 24.92816_85.93321, 24.93594_85.96624, 24.93858_85.93299, 24.94312_85.87545, 24.94568_85.9115, 24.96282_85.87831, 24.96904_85.93236, 24.97301_85.94263, 24.98549_85.86985, 24.98568_86.04067, 25.00206_85.92469, 25.9641_85.2722]"
"811302","bihar","[25.02347_84.56685, 25.21769_86.02006, 25.22439_85.99895, 25.2251_85.986, 25.23392_86.05955, 25.24478_86.07842, 25.26229_86.02598, 25.26308_86.07695, 25.28355_86.01726, 25.31127_86.0159, 25.31139_86.01587]"
"811303","bihar","[24.38332_86.44284, 24.44894_86.40143, 24.46546_86.3679, 24.48552_86.30969, 24.50748_86.45722, 24.52261_86.42424, 24.53308_86.3439, 24.55036_86.3885, 24.56747_86.44435, 24.58944_86.42369, 24.59487_86.46496, 24.59747_86.50655, 24.60628_86.41395, 24.6196_86.14208]"
"811304","bihar","[25.02175_85.93752, 25.03196_85.90681, 25.05178_85.89629, 25.05284_85.96067, 25.07057_85.90208, 25.07565_85.92755, 25.07616_85.98931, 25.09678_85.94359, 25.09678_85.94359, 25.09687_85.94367, 25.09915_85.89513, 25.10894_85.93511, 25.10894_85.93511, 26.01479_87.38761]"
"811305","bihar","[23.0273_84.8245, 24.79148_86.28885, 24.8027_86.25559, 24.8058_86.27002, 24.81708_86.27194, 24.81664_86.29288, 24.83881_86.32186, 24.85419_86.36012, 24.8764_86.2524, 24.85644_86.30412, 24.87499_86.27978, 24.88767_86.28727, 24.90405_86.24412, 24.90799_86.24332, 24.91158_86.32172, 24.91973_86.27325, 25.23688_84.5551]"
"811307","bihar","[24.92881_86.22619, 24.92972_86.22624]"
"811308","bihar","[24.74847_86.42654, 24.75668_86.4204, 24.76118_86.38849, 24.76868_86.37906, 24.77081_86.38336, 24.7989_86.37092, 24.80557_86.49407, 24.81051_86.52938, 24.82159_86.44037, 24.82863_86.39033, 24.87047_86.51314, 24.87058_86.47338, 24.64463_86.35289, 24.71092_86.40798, 24.74154_86.45837]"
"811309","bihar","[25.3726_86.4905]"
"811310","bihar","[25.07153_86.17316, 25.08943_86.14548, 25.08845_86.19386, 25.11891_86.17041, 25.17095_86.1067]"
"811311","bihar","[24.98934_86.10226, 24.99844_86.11948, 25.02997_86.07845, 25.03223_86.05273, 25.03435_86.15179, 25.04433_86.07876, 25.04438_86.10089, 25.06112_86.05742, 25.07914_86.09647, 25.08926_86.11243, 25.07985_86.12136, 25.09001_86.07522, 25.09798_86.05148, 25.11778_86.04547, 25.1273_86.11172, 25.12596_86.13187, 25.13553_86.05843, 25.16911_86.09541, 25.16921_86.02927, 25.16967_86.09544, 25.1717_86.1038, 25.1801_86.09293, 25.18318_86.04823, 25.20557_86.07725, 25.21144_86.03585, 25.21623_86.04742, 25.21687_86.03928, 25.22266_86.1651, 25.22268_86.16507, 25.22402_86.1176, 25.23971_86.14275, 25.2444_86.13985, 25.50873_86.13586, 24.57456_85.08065]"
"811312","bihar","[24.87842_86.40915, 24.95591_86.43739, 24.96018_86.40549, 24.96544_86.3729, 24.966_86.3726, 25.00521_86.36969, 25.0084_86.40275]"
"811313","bihar","[24.93919_86.12379, 24.86236_86.88698, 24.90284_86.27506, 24.9102_86.10969, 24.92454_86.10865, 24.93255_86.08567, 24.94099_86.29582, 24.94164_86.26143, 24.95953_86.21067, 24.95006_86.15008, 24.95269_86.18802, 24.95779_86.29322, 24.96717_86.30396, 24.97084_86.25332, 24.97405_86.13491, 24.98463_86.27915, 25.00625_86.18365, 25.00708_86.16862, 23.89212_84.76984, 25.42761_84.65893]"
"811314","bihar","[24.90125_86.19941, 24.75737_86.23577, 24.77612_86.25001, 24.78713_86.14804, 24.68365_86.19988, 24.5527_86.1314, 24.69092_86.25396, 24.70679_86.31177, 24.70681_86.31166, 24.73771_86.30378, 24.74184_86.30474]"
"811315","bihar","[24.90414_86.04222, 24.91742_86.01553, 24.92005_86.06557, 24.92521_86.0311, 24.92986_85.98706, 24.93112_86.06035, 24.95269_86.03366, 24.95503_86.08068, 24.95822_86.00272, 24.96079_86.10607, 24.97639_86.01724, 24.97705_86.0656, 24.98182_86.08859, 24.99566_85.99988, 25.01628_85.98919, 25.02259_86.06349, 25.04175_86.00276, 24.73873_84.7519]"
"811316","bihar","[24.5528_86.1312, 24.62616_86.58822, 24.65275_86.49624, 24.68939_86.5564, 24.71195_86.57761, 24.72031_86.54046]"
"811317","bihar","[24.78713_86.14805, 24.80221_86.08664, 24.80606_86.20455, 24.81355_86.13071, 24.84859_86.21343, 24.85205_86.24022, 24.86098_86.25771, 24.87166_86.20843, 24.87278_86.23455, 24.87279_86.23464, 24.89308_86.17396, 24.9095_86.15641, 25.1392_84.5929, 24.74795_86.1398]"
"813101","bihar","[24.95079_86.89409, 24.98961_86.90995, 24.76267_86.99774, 24.80079_86.91343, 24.91465_86.86624, 24.9157_86.8819, 24.92562_86.89069, 24.96817_86.9021, 24.9913_86.87099, 25.00399_86.84963, 25.00828_86.81674, 25.01167_86.78993, 25.01672_86.90621, 25.01675_86.76738, 25.02311_86.83345, 25.02866_86.92868, 25.0304_86.88666, 25.03878_86.86957, 25.04008_86.89911, 25.04948_86.86585, 25.052_86.83933, 25.05577_86.91431, 25.06297_86.87832, 25.07169_86.85553, 25.07947_86.8775, 25.09205_86.90441, 25.5587_87.3553, 25.01753_86.88984, 25.02769_86.84434]"
"813102","bihar","[24.81314_85.60227, 24.88669_86.91839]"
"813103","bihar","[24.77298_86.89734, 24.75593_86.90656, 24.76121_86.83308, 24.76701_86.88624, 24.80824_86.81229, 24.83515_86.90404, 24.83959_86.93968, 24.84813_86.92952, 24.8567_87.06668, 24.85698_87.01179, 24.86079_86.93817, 24.87311_86.96463, 24.87677_86.92002, 24.88125_87.04445, 24.8921_87.07527, 24.89482_86.97327, 24.89733_86.9574, 24.9005_87.00926, 24.90206_86.99731, 24.91425_86.78114, 24.91436_87.00619, 25.74444_86.74529]"
"813104","bihar","[24.72745_87.0701, 24.76402_87.04103, 24.76738_86.93558, 24.77077_87.03674, 24.78604_86.94756, 24.80153_87.03206, 24.80347_86.94745, 24.82192_87.01175, 24.83385_87.04096, 24.8382_87.05801, 24.83834_86.97288, 25.05223_86.88119, 25.19146_87.31068, 24.66497_86.96805, 24.68235_86.95924, 24.72099_87.00727, 24.72462_86.98119, 24.74215_87.04988]"
"813105","bihar","[25.03448_86.95099, 25.05645_87.01036, 25.02048_87.05521, 25.04486_87.02734, 25.05803_87.05441, 25.06795_87.09811, 25.07063_86.99349, 25.08782_86.95556, 25.09691_87.01697, 25.10006_87.04332, 25.10822_87.06073, 25.11007_87.09709, 25.11265_87.01112, 25.11266_87.01113, 25.12672_86.98214, 25.12858_87.02599]"
"813106","bihar","[24.76256_86.77347, 24.77447_85.65655, 24.78218_86.62979, 24.78893_86.71278, 24.80307_86.77707, 24.80723_86.68979, 24.80849_86.60719, 24.8361_86.65797, 24.58655_86.84485, 24.60312_86.86084, 24.61755_86.82498, 24.6187_86.91525, 24.6368_86.85861, 24.6926_86.85824, 24.72433_86.6895, 24.72944_86.78356, 24.73096_86.63389, 24.7475_86.7183]"
"813107","bihar","[24.98052_86.9991, 24.98925_86.99327, 25.00074_86.96935, 25.0027_87.04923, 25.00563_87.0305, 25.00871_87.07729, 25.0209_86.99913, 25.0352_87.00527, 25.24939_87.00978]"
"813108","bihar","[25.08759_86.83222, 25.10037_86.84197, 25.11062_86.85727, 25.11976_86.83964, 25.13757_86.77674, 25.14028_86.85835, 25.14735_86.87072, 25.15083_86.83805, 25.15283_86.82832, 25.15576_86.77835, 25.16486_86.77825, 25.18039_86.80703, 25.18159_86.84684, 25.18196_86.82086, 25.21823_86.94321, 27.10001_84.21128, 25.10534_86.83083]"
"813109","bihar","[24.87632_86.68399, 24.93466_86.93533, 24.93467_86.93535, 24.94494_87.02236, 24.94042_86.98474, 24.94375_87.09991, 24.94399_87.00801, 24.94399_87.00803, 24.95612_86.93583, 24.96048_87.04006, 24.96151_87.07388, 24.96151_87.07393, 24.96602_86.93211, 24.96822_87.00876, 24.96859_86.97297, 24.96875_86.97341, 24.98426_87.06436, 26.46473_86.25124]"
"813110","bihar","[24.87642_87.01362, 24.89437_87.13647, 24.91227_87.10091]"
"814101","jharkhand","[24.24538_87.23359, 24.25022_87.23354, 24.26439_87.25025, 24.274_87.41296]"
"814102","jharkhand","[23.7957_86.41296, 24.31555_87.29134, 24.37249_87.3022, 24.42863_87.31278, 24.46963_87.24761, 24.50645_87.33992, 24.51571_87.20001, 24.51591_87.27347, 24.53768_87.25491, 24.53814_87.30784, 24.62557_87.21186]"
"814103","jharkhand","[24.3576_87.4227]"
"814110","jharkhand","[24.25921_87.24068, 24.2735_87.24408, 24.274_86.41296, 24.28565_87.27042, 24.30281_87.22796, 24.30585_87.27516, 24.32437_87.21087, 24.3365_87.20936, 24.34821_87.14382, 24.3765_87.18334, 24.38163_87.17173, 24.38698_87.23504, 24.3922_87.26722, 24.39894_87.22329]"
"814111","jharkhand","[24.48971_87.52819, 24.50964_86.69645, 24.51592_87.56145, 24.51894_87.5822, 24.52445_87.60754, 24.52462_87.65832, 24.5359_87.62499, 24.55208_87.55935, 24.57046_87.57675]"
"814112","jharkhand","[24.49192_86.69331, 24.49212_86.68821, 24.4989_86.7042]"
"814113","jharkhand","[24.49726_86.71392, 24.49727_86.71395, 24.50964_86.69645]"
"814114","jharkhand","[24.36243_86.6355, 24.38961_86.6733, 24.38963_86.67331, 24.40876_86.66588, 24.4833_86.7]"
"814115","jharkhand","[24.4893_86.7]"
"814116","jharkhand","[24.48207_86.67667]"
"814118","jharkhand","[24.27756_87.24548, 24.29762_87.04086, 24.30574_87.06368, 24.3552_87.04845, 24.38875_87.11663, 24.39117_87.08032, 24.41505_87.11033]"
"814119","jharkhand","[24.17508_87.29452, 24.17984_87.35927, 24.20255_87.34406, 24.21336_87.37057, 24.22903_87.27372, 24.23124_87.3519, 24.24538_87.23359, 24.27288_87.34858]"
"814120","jharkhand","[24.36364_86.96082, 24.41127_86.94587, 24.41127_86.94587, 24.42699_86.91355, 24.43093_87.00702, 24.43271_87.02267, 24.43916_86.85393, 24.43966_86.9694, 24.44264_86.86425, 24.46478_86.83746, 24.47179_86.88048, 24.48085_86.8977, 24.48346_86.93815]"
"814131","bihar","[24.87176_86.92982, 24.60972_86.71648, 24.6256_86.62493, 24.65177_86.72757, 24.67267_86.70518, 24.67688_86.63257, 24.68935_86.79023]"
"814133","jharkhand","[24.77065_87.12206, 24.79212_87.14576, 24.80004_87.16146, 24.80398_87.21379, 24.80732_87.26762, 24.80732_87.26762, 24.81706_87.21272, 24.8212_87.17714, 24.8239_87.09869, 24.82429_87.21354, 24.82526_87.20197, 24.82886_87.21575, 24.83018_87.13248, 24.83095_87.24572, 24.84176_87.31109, 24.84182_87.15712, 24.84306_87.11585, 24.84306_87.11585, 24.8468_87.12778, 24.84816_87.22102, 24.86325_87.15714, 24.86479_87.24676, 24.86484_87.21718, 24.87023_87.17665, 24.88812_87.24201, 24.88812_87.24201, 24.89323_87.28144, 24.9112_87.19017, 24.9112_87.19017, 24.9396_87.17666, 24.97058_87.17147, 26.22794_87.07323]"
"814141","jharkhand","[24.32226_87.00535, 24.36609_87.0823, 24.37838_87.01804, 24.43302_87.05536, 24.46949_87.01717, 24.32227_87.00539]"
"814142","jharkhand","[24.49417_86.67694, 24.5167_86.65, 24.55483_86.61246]"
"814143","jharkhand","[24.46209_86.719]"
"814144","jharkhand","[24.04252_87.33632, 24.04656_87.21627, 24.06256_87.27115, 24.06427_87.33215, 24.06664_87.28355, 24.07102_87.25283, 24.10689_87.30848, 24.1591_87.35352, 24.03693_87.34417]"
"814145","jharkhand","[24.27156_87.24548]"
"814146","jharkhand","[24.1004_86.93571, 24.12755_86.91057, 24.16817_86.96728, 24.175_87.04844, 24.18615_87.08964, 24.18883_86.91439, 24.21551_87.1428, 24.21572_86.95628, 24.2228_86.99126, 24.22536_86.93691, 24.22795_86.91081, 24.23471_87.06499, 24.23657_87.00994, 24.23674_86.98291, 24.25408_87.11398, 24.25491_87.05495, 24.26223_87.17519, 24.26508_87.08359, 24.26988_87.03541, 24.28017_87.11967, 24.28912_87.08002, 24.29063_87.15054, 24.29866_87.17204, 24.29989_87.14912]"
"814147","jharkhand","[24.88805_87.32441, 24.88808_87.32447, 24.90361_87.27977, 24.92115_87.30482, 24.92842_87.24001, 24.92859_87.24012, 24.94345_87.27355, 24.95337_87.23986, 24.95421_87.34951, 24.95423_87.34957, 24.97099_87.25751, 24.97595_87.33028, 24.9764_87.3303, 25.19516_87.61432, 25.19516_87.61432, 25.19516_87.61432, 25.19516_87.61432]"
"814148","jharkhand","[24.03032_87.3892, 23.99708_87.42381, 24.02757_87.42205, 24.02883_87.44087, 24.04007_87.41815, 24.04586_87.40973, 24.05488_87.39299, 24.08527_87.46742, 24.1037_87.41965]"
"814149","jharkhand","[24.23299_86.83597]"
"814150","jharkhand","[24.32204_86.86655, 24.32208_86.86646, 24.3238_86.81822, 24.32583_86.94833, 24.32745_86.7305, 24.34673_86.82593, 24.35759_86.90482, 24.35773_86.90475, 24.35787_86.9044, 24.37879_86.73899, 24.39142_86.73845, 24.50309_86.86897]"
"814151","jharkhand","[24.50426_87.05528, 24.5168_87.00253, 24.51892_86.9596, 24.5407_87.00231, 24.54699_86.94247, 24.56902_86.94725, 24.5737_87.04065, 24.58036_87.01174, 24.60715_86.92783, 24.61292_86.99578, 24.61548_87.11721]"
"814152","jharkhand","[24.2394_87.0146, 24.40511_86.58336, 24.445_86.59258, 24.4555_86.56977, 24.4555_86.56977, 24.47886_86.59134, 24.48216_86.55093, 24.48581_86.63295, 24.51019_86.5296]"
"814153","jharkhand","[24.75023_87.10209, 24.77424_87.08834, 25.05065_87.37746, 24.22778_87.21139, 24.71967_87.15019, 24.71967_87.15022, 24.71973_87.15022]"
"814154","jharkhand","[24.98927_87.28543, 24.98981_87.29501, 25.00492_87.26037, 25.01376_87.28962, 25.0255_87.31901, 25.03472_87.25217, 25.03793_87.26135, 25.04692_87.24707, 25.04805_87.27703, 25.05579_87.29189, 25.06218_87.25412, 25.06344_87.2839, 25.0653_87.21863, 25.07187_87.25171, 25.07677_87.22412, 25.07828_87.24152, 25.10145_87.25671]"
"814155","jharkhand","[24.95761_87.20603, 24.97816_87.19721, 24.98284_87.15422, 24.98549_87.23697, 24.9959_87.20227, 25.00052_87.18228, 25.00163_87.19684, 25.00402_87.15592, 25.01591_87.16262, 25.01823_87.22207, 25.02024_87.20491, 25.02024_87.20492, 25.02025_87.20491, 25.02298_87.23869, 25.02949_87.22189, 25.04501_87.17397, 25.04609_87.20058, 25.0461_87.20057, 25.04696_87.21135]"
"814156","jharkhand","[25.1414_87.4583, 24.73425_87.2735, 24.73427_87.27345]"
"814157","jharkhand","[24.4833_86.7, 24.4954_86.78431, 24.50866_86.81755, 24.52396_86.84913, 24.54425_86.89706, 24.56343_86.81835]"
"814158","jharkhand","[24.33838_87.2954]"
"814160","jharkhand","[25.02565_87.31802, 25.10475_87.32782, 25.12413_87.41237, 25.12911_87.38718, 25.13537_87.32276, 25.1392_87.36624, 25.15341_87.34045, 25.1564_87.32174, 25.16006_87.35749, 25.17627_87.3945, 25.1823_87.34738, 25.18328_87.426, 25.20099_87.42852, 25.21533_87.34369, 25.74873_85.70209, 26.15578_86.15053, 26.42795_85.15896]"
"814165","jharkhand","[25.0255_87.31901, 25.02832_87.3398, 25.07124_87.3111, 25.0746_87.28902, 25.08908_87.3652, 25.08908_87.36521, 25.09312_87.31945, 25.09705_87.39564, 25.11062_87.30074, 25.11068_87.30091, 25.11077_87.30083]"
"814166","jharkhand","[24.03699_87.06486, 24.05082_87.02294, 24.06617_87.08752, 24.10124_86.99603, 24.10321_87.05034, 24.10831_86.99744, 24.12978_87.06123, 24.14563_86.99025, 24.16804_87.00633]"
"814167","jharkhand","[24.08271_87.18199, 24.09137_87.16154, 24.11474_87.1446, 24.11853_87.13566, 24.18961_87.18907, 24.2545_87.19445]"
"814168","jharkhand","[24.22308_87.41335]"
"815301","jharkhand","[24.18067_86.31239, 24.18793_86.30764, 24.19297_86.29915, 24.21452_86.38953]"
"815302","jharkhand","[24.05391_86.42609, 24.05391_86.42609, 24.12298_86.33645, 24.12298_86.33645, 24.15549_86.31235, 24.15549_86.31235, 24.16031_86.33052, 24.16031_86.33052, 24.16079_86.2625, 24.16079_86.2625, 24.16801_86.32237, 24.16801_86.32237, 24.18624_86.29147, 24.18624_86.29147, 24.18634_86.23514, 24.20682_86.31293, 24.20682_86.31293, 24.23524_86.31183, 24.23524_86.31183, 24.23805_86.29431]"
"815311","jharkhand","[24.1046_86.27782, 24.1046_86.27782, 24.15264_86.27822, 24.15264_86.27822, 24.1747_86.287, 24.18093_86.26473, 24.18093_86.26473, 24.18685_86.2622]"
